,Forest area,CO2 emissions,Life expectancy,GNI per capita
75,0.06795049729687921,0.6796088659694701,0.693924425007079,0.03753680078508342
76,0.019427158065834064,0.8263973313536218,0.5143000975364189,0.05446516192345437
77,0.11645967498525356,0.6930576167032858,0.936950494320096,0.7986997055937193
78,0.0663362990186218,0.7123342006981808,0.9398666106976963,0.5285819430814525
79,0.3320278926229094,0.7858312610303899,0.9255929884283899,0.39511776251226693
80,0.5657508707618791,0.9071989131544678,0.6006984866123398,0.05740922473012758
81,0.702249352001205,0.6355588090006785,1.0,0.49950932286555444
82,0.011190189288772938,0.9140284417325582,0.7049995280495861,0.046736997055937195
83,0.013054651311995078,0.48664816354038465,0.5849982695151497,0.10414622178606477
84,0.06505624504042683,0.9844381420147715,0.31142434634867683,0.020608439646712464
85,0.014873229192071106,0.9809814505808166,0.4558726363150113,0.03042198233562316
86,0.6612447234251739,0.5006706386996431,0.9643466402886036,0.40260058881256133
87,0.0035178415655815,0.036788446601064284,0.7596199226001321,0.38211481844946027
88,0.07032566556979905,0.9385995823548424,0.5985275147091216,0.011776251226692836
89,0.7381230814481603,0.8820789022551172,0.4946040336028694,0.027600588812561333
90,0.5626187615090874,0.8353548029977081,0.7050425023962035,0.22105004906771344
91,0.1437586721683939,0.8286751087489331,0.7874335336500645,0.07580961727183513
92,0.01159032909208273,0.9547465018100968,0.06028379951546414,0.012144259077526988
93,0.8118414987404137,0.9909200141259384,0.25708712204637696,0.004661432777232581
94,0.001183217308516821,0.6969502917828763,0.6196708932448162,0.0880765456329735
95,0.3607698211106369,0.810820519305242,0.69851961049894,0.2385917566241413
96,0.3536378001336577,0.4338231151033929,0.9239814504302426,0.9735034347399412
97,0.21925503813019145,0.9970523237526607,0.39030299216562314,0.002944062806673209
98,0.24402447861899304,0.9976280253768519,0.3442091684233709,0.00429342492639843
99,0.5971916884793482,0.6650099151940483,0.7287229021804109,0.12389597644749754
100,0.027978879000664987,0.8726868669398515,0.8525941541075417,0.08047105004906771
101,0.1117878306830613,0.9925729679435347,0.18424944152534378,0.0069921491658488715
102,0.014675186853329053,0.8590536099788287,0.9304276024228325,0.32053483807654565
103,0.5360572912127488,0.8860197940539656,0.3838530031777995,0.07936702649656525
104,0.0030327852097527526,0.9625146046189075,0.36985180757008446,0.01925907752698724
105,0.19599233303226032,0.8675771713800265,0.6733182258040997,0.11923454367026497
106,0.34685434598820236,0.8629175486341449,0.5460780920617938,0.1046368989205103
107,0.9447297660813944,0.9577873009278549,0.5630997703174655,0.04722767419038273
